HTTP-Method	URI	Description	Anti-Pattern	Pattern	Comment
GET	/ciVariables	List of the instanceâ€™s CI/CD variables.  n/a 	 0 	 1 	 Contextual Resource Names
GET	/containerRepository/{id}	Find a container repository.  id ContainerRepositoryID! Global ID of the container repository. 	 0 	 1 	 Contextual Resource Names
GET	/currentLicense	Fields related to the current license.  n/a 	 0 	 1 	 Contextual Resource Names
GET	/currentUser	Get information about current user.  n/a 	 0 	 1 	 Contextual Resource Names
GET	/designManagement	Fields related to design management.  n/a 	 0 	 1 	 Contextual Resource Names
GET	/devopsAdoptionEnabledNamespaces/{displayNamespaceId}	Get configured DevOps adoption namespaces. BETA This endpoint is subject to change without notice.  displayNamespaceId NamespaceID Filter by display namespace. 	 0 	 1 	 Contextual Resource Names
GET	/echo	Testing endpoint to validate the API with.  n/a 	 1 	 0 	 Contextless Resource Names
GET	/epicBoardList/{id}	Returns EpicList.  id BoardsEpicListID! Global ID of the list. 	 0 	 1 	 Contextual Resource Names
GET	/explainVulnerabilityPrompt/{vulnerabilityId}	GitLab Duo Vulnerability summary prompt for a specified vulnerability. vulnerabilityId VulnerabilityID! Vulnerability to generate a prompt for. 	 0 	 1 	 Contextual Resource Names
GET	/frecentGroups	A userâ€™s frecently visited groups. n/a 	 1 	 0 	 Contextless Resource Names
GET	/frecentProjects	A userâ€™s frecently visited projects.  n/a 	 0 	 1 	 Contextual Resource Names
GET	/geoNode	Find a Geo node  n/a 	 1 	 0 	 Contextless Resource Names
GET	/gitpodEnabled	Whether Gitpod is enabled in application settings.  n/a 	 1 	 0 	 Contextless Resource Names
GET	/group	Find a group  n/a 	 0 	 1 	 Contextual Resource Names
GET	groups	Find groups.  n/a 	 0 	 1 	 Contextual Resource Names
GET	/instanceExternalAuditEventDestinations	Instance level external audit event destinations.  n/a 	 0 	 1 	 Contextual Resource Names
GET	/instanceGoogleCloudLoggingConfigurations	Instance level google cloud logging configurations.  n/a 	 0 	 1 	 Contextual Resource Names
GET	/instanceSecurityDashboard	Fields related to Instance Security Dashboard. n/a 	 0 	 1 	 Contextual Resource Names
GET	/issue/{id}	Find an issue.  id IssueID! Global ID of the issue. 	 0 	 1 	 Contextual Resource Names
GET	/issues/{assigneeId}	Find issues visible to the current user. At least one filter must be provided. assigneeId String ID of a user assigned to the issues. 	 0 	 1 	 Contextual Resource Names
GET	/iteration/{id}	Find an iteration.  id IterationID! Find an iteration by its ID. 	 0 	 1 	 Contextual Resource Names
GET	/jobs	All jobs on this GitLab instance. Returns an empty result for users without administrator access.  n/a 	 1 	 0 	 Contextless Resource Names
GET	/licenseHistoryEntries	Fields related to entries in the license history.  n/a 	 0 	 1 	 Contextual Resource Names
GET	/memberRole/{id}	Finds a single custom role.  id MemberRoleID Global ID of the member role to look up. 	 0 	 1 	 Contextual Resource Names
GET	/memberRolePermissions	List of all customizable permissions. n/a 	 0 	 1 	 Contextual Resource Names
GET	/memberRoles/{id}	Member roles available for the instance. id MemberRoleID Global ID of the member role to look up. 	 0 	 1 	 Contextual Resource Names
GET	/mergeRequest/{id}	Find a merge request.  id MergeRequestID! Global ID of the merge request. 	 0 	 1 	 Contextual Resource Names
GET	/metadata	Metadata about GitLab.  n/a 	 0 	 1 	 Contextual Resource Names
GET	/milestone/{id}	Find a milestone.  id MilestoneID! Find a milestone by its ID. 	 0 	 1 	 Contextual Resource Names
GET	/mlModel/{id}	Find machine learning models.  id MlModelID! ID of the model. 	 0 	 1 	 Contextual Resource Names
GET	/namespace	Find a namespace. n/a 	 0 	 1 	 Contextual Resource Names
GET	/note/{id}	Find a note.  n/a 	 0 	 1 	 Contextual Resource Names
GET	/organization/{id}	Find an organization.  id OrganizationsOrganizationID! ID of the organization. 	 0 	 1 	 Contextual Resource Names
GET	/organizations	List organizations. n/a 	 0 	 1 	 Contextual Resource Names
GET	/package/{id}	Find a package. This field can only be resolved for one query in any single request. Returns null if a package has no default status.  id PackagesPackageID! Global ID of the package. 	 0 	 1 	 Contextual Resource Names
GET	/project/{fullPath}	Find a project.  fullPath ID! Full path of the project. For example, gitlab-org/gitlab-foss. 	 0 	 1 	 Contextual Resource Names
GET	/projects/{ids}	Find projects visible to the current user.  ids [ID!] Filter projects by IDs 	 0 	 1 	 Contextual Resource Names
GET	/queryComplexity	Information about the complexity of the GraphQL query. n/a 	 0 	 1 	 Contextual Resource Names
GET	/runner/{id}	Find a runner.  id CiRunnerID! Runner ID. 	 0 	 1 	 Contextual Resource Names
GET	/runnerSetup	Runner setup instructions.  n/a 	 0 	 1 	 Contextual Resource Names
GET	/runners/{creatorId}	Get all runners in the GitLab instance (project and shared). Access is restricted to users with administrator access.  creatorId UserID Filter runners by creator ID. 	 0 	 1 	 Contextual Resource Names
GET	/selfManagedAddOnEligibleUsers	Users within the self-managed instance who are eligible for add-ons  n/a 	 0 	 1 	 Contextual Resource Names
